topic_id,title,clean_title,forum_url,author,tags,release_id,release_title,vn_id,vn_title,released,platforms,languages,engine,script_format_hint,release_url,vn_url,external_url,match_confidence,source_catalog_date
39996,Out of Sync [BxB][YaoiJam][Free + Commercial 17+ Release],Out of Sync,https://lemmasoft.renai.us/forums/viewtopic.php?t=39996,illuminate001,BxB; YaoiJam; Free + Commercial 17+ Release,r47638,Out of Sync - Free Edition,v19891,Out of Sync,2016-08-23,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r47638,https://vndb.org/v19891,https://bto3.itch.io/oos,exact_title_unique_vn,2026-07-13
41398,Max Massacre [Free] [Fantasy/Romance],Max Massacre,https://lemmasoft.renai.us/forums/viewtopic.php?t=41398,Treladon,Free; Fantasy; Romance,r49284,Max Massacre,v20398,Max Massacre,2016-11-28,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r49284,https://vndb.org/v20398,https://zetsuboushita.itch.io/max-massacre,exact_title_unique_vn,2026-07-13
31413,Maid With Perfection [BxG/GxG][NaNoReno2015][FREE],Maid With Perfection,https://lemmasoft.renai.us/forums/viewtopic.php?t=31413,txqina,BxG; GxG; NaNoReno2015; FREE,r41391,Maid With Perfection,v17124,Maid With Perfection,2015-07-08,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r41391,https://vndb.org/v17124,https://vamichaelalaws.itch.io/maid-with-perfection,exact_title_unique_vn,2026-07-13
38252,Asagao Academy: Normal Boots Club[Free][GxB][School][Parody],Asagao Academy: Normal Boots Club,https://lemmasoft.renai.us/forums/viewtopic.php?t=38252,YourGeekGoddess,Free; GxB; School; Parody,r45966,Asagao Academy: Normal Boots Club,v19304,Asagao Academy: Normal Boots Club,2016-04-21,win; lin; mac,en,,unknown,https://vndb.org/r45966,https://vndb.org/v19304,https://illusseed.itch.io/asagao-academy-normal-boots-club,exact_title_unique_vn,2026-07-13
37864,Magical Otoge Anholly [GxB] [Fantasy] [Free] [NaNoRenO 2016],Magical Otoge Anholly,https://lemmasoft.renai.us/forums/viewtopic.php?t=37864,sonorousgem,GxB; Fantasy; Free; NaNoRenO 2016,r45644,Magical Otoge Anholly,v19199,Magical Otoge Anholly,2016-03-28,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r45644,https://vndb.org/v19199,https://batensan.itch.io/magical-otoge-anholly,exact_title_unique_vn,2026-07-13
37021,Embers of Magic [Free][Fantasy][Adventure],Embers of Magic,https://lemmasoft.renai.us/forums/viewtopic.php?t=37021,Geckos,Free; Fantasy; Adventure,r47719,Embers of Magic,v19915,Embers of Magic,2016-02-10,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r47719,https://vndb.org/v19915,https://ithaqualabs.itch.io/eom,exact_title_unique_vn,2026-07-13
32747,Summoner Sweetheart [VN & RPG Dungeon Mix] [FREE],Summoner Sweetheart,https://lemmasoft.renai.us/forums/viewtopic.php?t=32747,Alyn,VN & RPG Dungeon Mix; FREE,r39840,Summoner Sweetheart,v17301,Summoner Sweetheart,2015-06-24,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r39840,https://vndb.org/v17301,https://bigsteps.itch.io/summoner-sweetheart,exact_title_unique_vn,2026-07-13
35545,PANGS (you are hungry.) [Free][Horror][Halloween],PANGS (you are hungry.),https://lemmasoft.renai.us/forums/viewtopic.php?t=35545,PeroxidePrince,Free; Horror; Halloween,r76138,PANGS,v29756,PANGS,2015-10-31,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r76138,https://vndb.org/v29756,https://stardust-soda.itch.io/pangs-you-are-hungry,exact_title_unique_vn,2026-07-13
35545,PANGS (you are hungry.) [Free][Horror][Halloween],PANGS (you are hungry.),https://lemmasoft.renai.us/forums/viewtopic.php?t=35545,PeroxidePrince,Free; Horror; Halloween,r144787,PANGS (you are hungry.) - 10th Anniversary Edition,v29756,PANGS,2025-11-10,win; lin,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r144787,https://vndb.org/v29756,https://yam-harvest.itch.io/pangs-you-are-hungry,exact_title_unique_vn,2026-07-13
30464,"Seduce Me [GxB/GxG][Romance, Comedy][Incubi/Demons](Free)",Seduce Me,https://lemmasoft.renai.us/forums/viewtopic.php?t=30464,x.FallenEmpire.x,GxB; GxG; Romance; Comedy; Incubi; Demons,r32456,Seduce Me the Otome,v14711,Seduce Me,2015-02-14,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r32456,https://vndb.org/v14711,https://vamichaelalaws.itch.io/seduce-me-the-otome,exact_title_unique_vn,2026-07-13
30527,tuesday [Kinetic] [Slice of Life] [Short] [Free],tuesday,https://lemmasoft.renai.us/forums/viewtopic.php?t=30527,Ryuno,Kinetic; Slice of Life; Short; Free,r38652,tuesday,v16825,Tuesday,2015-02-17,win; mac,en,,unknown,https://vndb.org/r38652,https://vndb.org/v16825,https://kyuu.itch.io/tuesday,exact_title_unique_vn,2026-07-13
24042,The Journey of Ignorance [Free],The Journey of Ignorance,https://lemmasoft.renai.us/forums/viewtopic.php?t=24042,Katy133,Free,r30646,The Journey of Ignorance,v14002,The Journey of Ignorance,2013-11-19,win,en,,unknown,https://vndb.org/r30646,https://vndb.org/v14002,https://katy133.itch.io/the-journey-of-ignorance,exact_title_unique_vn,2026-07-13
27005,Invisible Apartment - Cyberpunk VN (free),Invisible Apartment,https://lemmasoft.renai.us/forums/viewtopic.php?t=27005,bunny.jessican,,r38416,Invisible Apartment,v15440,Invisible Apartment,2015-01-24,win; lin; mac,en,Visual Novel Player,unknown,https://vndb.org/r38416,https://vndb.org/v15440,https://milankazarka.itch.io/invisible-apartment,exact_title_unique_vn,2026-07-13
